Linux 4.18.0-477.15.1.el8_8.x86_64 (tdgx01) 	08/08/2023 	_x86_64_	(80 CPU)

03:33:57 PM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty
03:39:27 PM 501767324 500287872  26467728      5.01        24   8649240  20983496      3.91   3456812  13420132         0
03:39:29 PM 501765268 500285820  26469784      5.01        24   8649240  20983496      3.91   3456812  13420548         0
03:39:31 PM 502828052 501348604  25407000      4.81        24   8649240  19898656      3.71   3456808  12359852         0
03:39:33 PM 503067788 501588364  25167264      4.76        24   8649276  19681980      3.67   3456864  12120012         0
03:39:35 PM 502823216 501343792  25411836      4.81        24   8649276  19928388      3.71   3456848  12364064         0
03:39:37 PM 502952488 501473064  25282564      4.79        24   8649276  19776604      3.69   3456848  12235220         0
03:39:39 PM 502802896 501323472  25432156      4.81        24   8649276  19928480      3.71   3456848  12384480         0
03:39:41 PM 502888568 501409144  25346484      4.80        24   8649276  19859968      3.70   3456848  12299264         0
03:39:43 PM 502790820 501311396  25444232      4.82        24   8649276  19953116      3.72   3456848  12396620         0
03:39:45 PM 502876000 501396576  25359052      4.80        24   8649276  19840180      3.70   3456844  12311604         0
03:39:47 PM 502774964 501295540  25460088      4.82        24   8649276  19937380      3.72   3456844  12412512         0
03:39:49 PM 502867936 501388512  25367116      4.80        24   8649276  19842632      3.70   3456844  12319760         0
03:39:51 PM 502769044 501289620  25466008      4.82        24   8649276  19968180      3.72   3456844  12418460         0
03:39:53 PM 502847628 501368204  25387424      4.81        24   8649276  19877220      3.70   3456844  12339992         0
03:39:55 PM 502734092 501254668  25500960      4.83        24   8649276  19999088      3.73   3456844  12453308         0
03:39:57 PM 502843572 501364148  25391480      4.81        24   8649276  19874084      3.70   3456844  12344056         0
03:39:59 PM 502722884 501243460  25512168      4.83        24   8649276  19993016      3.73   3456848  12463576         0
03:40:01 PM 502835204 501355752  25399848      4.81        24   8649276  19893592      3.71   3456844  12351708         0
03:40:03 PM 503035004 501555552  25200048      4.77        24   8649276  19701584      3.67   3456844  12152216         0
03:40:05 PM 502823100 501343648  25411952      4.81        24   8649276  19909508      3.71   3456844  12363968         0
03:40:07 PM 502988972 501509520  25246080      4.78        24   8649276  19737384      3.68   3456844  12198012         0
03:40:09 PM 502806376 501326928  25428676      4.81        24   8649276  19913560      3.71   3456848  12380460         0
03:40:11 PM 502891332 501411884  25343720      4.80        24   8649276  19856860      3.70   3456848  12295476         0
03:40:13 PM 502796316 501316868  25438736      4.82        24   8649276  19950008      3.72   3456848  12390600         0
03:40:15 PM 502882296 501402848  25352756      4.80        24   8649276  19840660      3.70   3456844  12304896         0
03:40:17 PM 502774196 501294748  25460856      4.82        24   8649276  19966208      3.72   3456844  12412776         0
03:40:19 PM 502859408 501379964  25375644      4.80        24   8649276  19826476      3.69   3456848  12327796         0
03:40:21 PM 502765568 501286128  25469484      4.82        24   8649288  19881992      3.71   3456852  12420944         0
03:40:23 PM 502850808 501371368  25384244      4.81        24   8649288  19814932      3.69   3456852  12335888         0
03:40:25 PM 502736072 501256632  25498980      4.83        24   8649288  19912132      3.71   3456852  12450464         0
03:40:27 PM 502834720 501355280  25400332      4.81        24   8649288  19823032      3.69   3456852  12352048         0
03:40:29 PM 502701468 501222036  25533584      4.83        24   8649292  20001104      3.73   3456856  12483844         0
03:40:31 PM 502821744 501342312  25413308      4.81        24   8649296  19880828      3.70   3456848  12364284         0
03:40:33 PM 503066924 501587492  25168128      4.76        24   8649296  19635804      3.66   3456848  12119488         0
03:40:35 PM 502815316 501335884  25419736      4.81        24   8649296  19884880      3.71   3456848  12370772         0
03:40:37 PM 502946608 501467176  25288444      4.79        24   8649296  19733004      3.68   3456848  12239440         0
03:40:39 PM 502805616 501326188  25429436      4.81        24   8649296  19880828      3.70   3456856  12380568         0
03:40:41 PM 502885836 501406408  25349216      4.80        24   8649296  19824128      3.69   3456856  12300764         0
03:40:43 PM 502789796 501310368  25445256      4.82        24   8649296  19913228      3.71   3456856  12396452         0
03:40:45 PM 502859392 501379964  25375660      4.80        24   8649296  19819868      3.69   3456856  12327112         0
03:40:47 PM 502782500 501303072  25452552      4.82        24   8649296  19912888      3.71   3456852  12403844         0
03:40:49 PM 502599864 501120440  25635188      4.85        24   8649296  20068900      3.74   3456860  12586192         0
03:40:51 PM 502532704 501053280  25702348      4.87        24   8649296  20146112      3.75   3456860  12653248         0
03:40:53 PM 502413584 500934160  25821468      4.89        24   8649296  20309308      3.78   3456860  12769876         0
03:40:55 PM 502246944 500767520  25988108      4.92        24   8649296  20414456      3.80   3456860  12938476         0
03:40:57 PM 502259452 500780028  25975600      4.92        24   8649296  20400544      3.80   3456860  12925736         0
03:40:59 PM 502214724 500735300  26020328      4.93        24   8649296  20466676      3.81   3456860  12971676         0
03:41:01 PM 497015556 495536132  31219496      5.91        24   8649296  27672756      5.16   3456856  18160700         0
03:41:03 PM 494823632 493344208  33411420      6.33        24   8649296  28079840      5.23   3456856  20348924         0
03:41:05 PM 495088428 493609004  33146624      6.27        24   8649296  28079840      5.23   3456856  20084108         0
03:41:07 PM 501766064 500286640  26468988      5.01        24   8649296  20911836      3.90   3456856  13420320         0
03:41:09 PM 502871448 501392040  25363604      4.80        24   8649296  19797372      3.69   3456856  12315480         0
03:41:11 PM 502764332 501284924  25470720      4.82        24   8649296  19894572      3.71   3456860  12422580         0
03:41:13 PM 502854996 501375588  25380056      4.80        24   8649296  19825720      3.69   3456860  12332052         0
03:41:15 PM 502741512 501262104  25493540      4.83        24   8649296  19914912      3.71   3456860  12445392         0
03:41:17 PM 502838960 501359552  25396092      4.81        24   8649296  19828512      3.70   3456856  12348088         0
03:41:19 PM 502715776 501236368  25519276      4.83        24   8649296  19975092      3.72   3456860  12471100         0
03:41:21 PM 502826852 501347444  25408200      4.81        24   8649296  19858392      3.70   3456860  12360428         0
03:41:23 PM 502836176 501356768  25398876      4.81        24   8649296  19866996      3.70   3456860  12351012         0
03:41:25 PM 502810164 501330756  25424888      4.81        24   8649296  19893320      3.71   3456860  12377172         0
03:41:27 PM 502836148 501356740  25398904      4.81        24   8649296  19847448      3.70   3456860  12351072         0
03:41:29 PM 502793432 501314028  25441620      4.82        24   8649296  19913640      3.71   3456856  12392792         0
03:41:31 PM 502875140 501395736  25359912      4.80        24   8649296  19829180      3.70   3456856  12311764         0
03:41:33 PM 502778264 501298860  25456788      4.82        24   8649296  19914232      3.71   3456856  12408508         0
03:41:35 PM 502867052 501387648  25368000      4.80        24   8649296  19833232      3.70   3456856  12319904         0
03:41:37 PM 502776192 501296788  25458860      4.82        24   8649296  19922332      3.71   3456856  12410600         0
03:41:39 PM 502854708 501375308  25380344      4.80        24   8649296  19861580      3.70   3456860  12332036         0
03:41:41 PM 502746288 501266888  25488764      4.83        24   8649296  19954732      3.72   3456860  12440412         0
03:41:43 PM 502842668 501363268  25392384      4.81        24   8649296  19865036      3.70   3456860  12344212         0
03:41:45 PM 502713672 501234272  25521380      4.83        24   8649296  19989836      3.73   3456856  12472568         0
03:41:47 PM 502826928 501347528  25408124      4.81        24   8649296  19865868      3.70   3456856  12359892         0
03:41:49 PM 503067332 501587936  25167720      4.76        24   8649296  19626836      3.66   3456856  12119836         0
03:41:51 PM 502817272 501337876  25417780      4.81        24   8649296  19875912      3.70   3456856  12369568         0
03:41:53 PM 502946296 501466900  25288756      4.79        24   8649296  19748336      3.68   3456856  12240976         0
03:41:55 PM 502810104 501330708  25424948      4.81        24   8649296  19892112      3.71   3456856  12376648         0
03:41:57 PM 502891248 501411852  25343804      4.80        24   8649296  19782760      3.69   3456856  12295616         0
03:41:59 PM 502780952 501301560  25454100      4.82        24   8649296  19922044      3.71   3456864  12405636         0
03:42:01 PM 502871752 501392364  25363300      4.80        24   8649300  19819292      3.69   3456856  12314860         0
03:42:03 PM 502780532 501301144  25454520      4.82        24   8649300  19908392      3.71   3456864  12406024         0
03:42:05 PM 502859032 501379644  25376020      4.80        24   8649300  19833676      3.70   3456864  12327796         0
03:42:07 PM 502761568 501282180  25473484      4.82        24   8649300  19955176      3.72   3456864  12425152         0
03:42:09 PM 502846960 501367576  25388092      4.81        24   8649300  19866076      3.70   3456868  12339676         0
03:42:11 PM 502732868 501253484  25502184      4.83        24   8649300  19959316      3.72   3456868  12453544         0
03:42:13 PM 502834372 501354988  25400680      4.81        24   8649300  19866076      3.70   3456868  12352360         0
03:42:15 PM 503034404 501555020  25200648      4.77        24   8649300  19682168      3.67   3456868  12152440         0
03:42:17 PM 502818216 501338832  25416836      4.81        24   8649300  19898476      3.71   3456864  12368516         0
