Linux 4.18.0-477.15.1.el8_8.x86_64 (b526) 	08/10/2023 	_x86_64_	(56 CPU)

01:11:25 PM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty
01:16:05 PM 236554780 235868780  27205324     10.31        24   9507656  73299092     26.93   2815232  15828588         0
01:16:07 PM 236581108 235895068  27178996     10.30        24   9469632  73219448     26.90   2815128  15801624         0
01:16:09 PM 236533356 235847332  27226748     10.32        24   9507136  73277736     26.93   2815192  15849076         0
01:16:11 PM 236522824 235836904  27237280     10.33        24   9507620  73353452     26.95   2815676  15860700         0
01:16:13 PM 236512020 235826028  27248084     10.33        24   9507284  73291676     26.93   2815656  15870556         0
01:16:15 PM 236522528 235836560  27237576     10.33        24   9485632  73278208     26.93   2830816  15843908         0
01:16:17 PM 236490252 235804284  27269852     10.34        24   9507460  73270560     26.92   2815168  15892236         0
01:16:19 PM 236478952 235793008  27281152     10.34        24   9507124  73261372     26.92   2815168  15902648         0
01:16:21 PM 236475628 235789748  27284476     10.34        24   9499896  73289564     26.93   2815168  15905536         0
01:16:23 PM 236459760 235773808  27300344     10.35        24   9507628  73300748     26.93   2830288  15907880         0
01:16:25 PM 236449708 235763612  27310396     10.35        24   9507456  73346568     26.95   2815160  15933048         0
01:16:27 PM 236438388 235752300  27321716     10.36        24   9507628  73291032     26.93   2815168  15944264         0
01:16:29 PM 236440508 235754444  27319596     10.36        24   9495380  73317148     26.94   2815200  15942396         0
01:16:31 PM 236418732 235732580  27341372     10.37        24   9507104  73307620     26.94   2815136  15964324         0
01:16:33 PM 236406728 235720576  27353376     10.37        24   9507628  73267956     26.92   2815160  15975228         0
01:16:35 PM 236395160 235709048  27364944     10.37        24   9507480  73275204     26.92   2815204  15985736         0
01:16:37 PM 236408468 235722340  27351636     10.37        24   9483932  73240404     26.91   2815148  15972948         0
01:16:39 PM 236376580 235690412  27383524     10.38        24   9507104  73280068     26.93   2815128  16005732         0
01:16:41 PM 236364396 235678228  27395708     10.39        24   9507628  73290508     26.93   2815168  16016964         0
01:16:43 PM 236354668 235668468  27405436     10.39        24   9507280  73317672     26.94   2815144  16026940         0
01:16:45 PM 236381736 235695568  27378368     10.38        24   9469164  73257384     26.92   2815184  16000288         0
01:16:47 PM 236333872 235647656  27426232     10.40        24   9507116  73303664     26.94   2815160  16046660         0
01:16:49 PM 236323988 235637796  27436116     10.40        24   9507612  73326284     26.94   2815136  16057968         0
01:16:51 PM 236323280 235637136  27436824     10.40        24   9497708  73299296     26.93   2815148  16059048         0
01:16:53 PM 236303772 235617572  27456332     10.41        24   9506468  73266252     26.92   2815720  16077184         0
01:16:55 PM 236294144 235607896  27465960     10.41        24   9507112  73286720     26.93   2815152  16087256         0
01:16:57 PM 236283008 235596776  27477096     10.42        24   9507796  73274580     26.92   2815172  16098440         0
01:16:59 PM 236295028 235608812  27465076     10.41        24   9484936  73292704     26.93   2815144  16087072         0
01:17:01 PM 236262792 235576544  27497312     10.43        24   9506768  73249400     26.92   2815128  16118576         0
01:17:03 PM 236252248 235566000  27507856     10.43        24   9507300  73619856     27.05   2815196  16129912         0
01:17:05 PM 236242588 235556356  27517516     10.43        24   9507632  73284564     26.93   2815176  16139348         0
01:17:07 PM 236271852 235585636  27488252     10.42        24   9469832  73275640     26.92   2815184  16111756         0
01:17:09 PM 236222348 235536140  27537756     10.44        24   9507320  73262884     26.92   2815236  16159420         0
01:17:11 PM 236213356 235527088  27546748     10.44        24   9506804  73304420     26.94   2815212  16169976         0
01:17:13 PM 236214452 235528216  27545652     10.44        24   9495860  73305692     26.94   2815160  16167384         0
01:17:15 PM 236193304 235507028  27566800     10.45        24   9506936  73266332     26.92   2815144  16189568         0
01:17:17 PM 236182984 235496772  27577120     10.46        24   9507468  73303944     26.94   2815180  16199696         0
01:17:19 PM 236173752 235487508  27586352     10.46        24   9507620  73306476     26.94   2815168  16209084         0
01:17:21 PM 236200356 235514096  27559748     10.45        24   9470484  73258736     26.92   2815144  16182432         0
01:17:23 PM 236154444 235468232  27605660     10.47        24   9507456  73310672     26.94   2815160  16228908         0
01:17:25 PM 236144320 235458076  27615784     10.47        24   9507320  73280068     26.93   2815136  16239196         0
01:17:27 PM 236135708 235449496  27624396     10.47        24   9506116  73275620     26.92   2815168  16247488         0
01:17:29 PM 236160280 235474060  27599824     10.46        24   9469824  73221388     26.91   2815172  16221372         0
01:17:31 PM 236114292 235428052  27645812     10.48        24   9506764  73297928     26.93   2815124  16268196         0
01:17:33 PM 236105072 235418864  27655032     10.48        24   9507272  73301792     26.93   2815132  16278548         0
01:17:35 PM 236115880 235429752  27644224     10.48        24   9485800  73324912     26.94   2815212  16266464         0
01:17:37 PM 236084296 235398152  27675808     10.49        24   9507428  73324348     26.94   2815124  16298468         0
01:17:39 PM 236074564 235388308  27685540     10.50        24   9507628  73366560     26.96   2815176  16307900         0
01:17:41 PM 236064860 235378588  27695244     10.50        24   9506608  73300112     26.93   2815156  16316224         0
01:17:43 PM 236090752 235405040  27669352     10.49        24   9472020  73318568     26.94   2817196  16288940         0
01:17:45 PM 236044120 235357948  27715984     10.51        24   9507144  73289692     26.93   2815200  16337404         0
01:17:47 PM 236036040 235349780  27724064     10.51        24   9506608  73328736     26.94   2815148  16346812         0
01:17:49 PM 236044588 235358320  27715516     10.51        24   9488468  73295948     26.93   2815152  16337900         0
01:17:51 PM 236017632 235331356  27742472     10.52        24   9506780  73319516     26.94   2815152  16365920         0
01:17:53 PM 236005848 235319580  27754256     10.52        24   9507632  73304024     26.94   2815168  16376328         0
01:17:55 PM 235995820 235309568  27764284     10.53        24   9507132  73317944     26.94   2815196  16385468         0
01:17:57 PM 236023628 235337360  27736476     10.52        24   9470664  73294128     26.93   2816684  16357712         0
01:17:59 PM 235978216 235291940  27781888     10.53        24   9507436  73324820     26.94   2815116  16404236         0
01:18:01 PM 235968496 235282268  27791608     10.54        24   9507632  73289908     26.93   2815176  16414440         0
01:18:03 PM 235978744 235292508  27781360     10.53        24   9487136  73273260     26.92   2815180  16404120         0
01:18:05 PM 235949360 235263148  27810744     10.54        24   9507620  73314324     26.94   2815160  16433556         0
01:18:07 PM 235938628 235252376  27821476     10.55        24   9506760  73311832     26.94   2815136  16444804         0
01:18:09 PM 235928240 235241884  27831864     10.55        24   9507796  73262080     26.92   2815168  16453768         0
01:18:11 PM 235953456 235267092  27806648     10.54        24   9475192  73269008     26.92   2820184  16425140         0
01:18:13 PM 235910284 235223984  27849820     10.56        24   9507480  73303804     26.94   2815208  16472544         0
01:18:15 PM 235901540 235215176  27858564     10.56        24   9507104  73259980     26.92   2815140  16481472         0
01:18:17 PM 235920284 235233944  27839820     10.55        24   9479408  73304116     26.94   2815176  16462856         0
01:18:19 PM 235883124 235196792  27876980     10.57        24   9507464  73332888     26.95   2815184  16500624         0
01:18:21 PM 235874416 235188068  27885688     10.57        24   9506432  73311268     26.94   2815132  16509196         0
01:18:23 PM 235863900 235177520  27896204     10.58        24   9506924  73250120     26.92   2815096  16518532         0
01:18:25 PM 235854492 235168128  27905612     10.58        24   9507472  73317224     26.94   2815192  16527872         0
01:18:27 PM 235845752 235159348  27914352     10.58        24   9507632  73288336     26.93   2815184  16538408         0
01:18:29 PM 235835288 235148908  27924816     10.59        24   9507096  73305432     26.94   2815104  16547500         0
01:18:31 PM 235862444 235176048  27897660     10.58        24   9469664  73253388     26.92   2815200  16520208         0
01:18:33 PM 235816736 235130356  27943368     10.59        24   9507284  73317592     26.94   2815156  16565792         0
01:18:35 PM 235807632 235121252  27952472     10.60        24   9507632  73257504     26.92   2815176  16575424         0
01:18:37 PM 235811448 235125076  27948656     10.60        24   9494528  73278860     26.93   2815188  16571764         0
01:18:39 PM 235788240 235101860  27971864     10.61        24   9507120  73325968     26.94   2815168  16594256         0
01:18:41 PM 235779648 235093260  27980456     10.61        24   9507296  73300748     26.93   2815164  16602448         0
01:18:43 PM 235770336 235083956  27989768     10.61        24   9507312  73255348     26.92   2815212  16612228         0
01:18:45 PM 235798624 235112228  27961480     10.60        24   9470340  73227964     26.91   2815204  16584668         0
01:18:47 PM 235752908 235066520  28007196     10.62        24   9507464  73254744     26.92   2815176  16630128         0
01:18:49 PM 235743304 235056980  28016800     10.62        24   9506940  73357648     26.96   2815144  16639640         0
01:18:51 PM 235764476 235078144  27995628     10.61        24   9477200  73281364     26.93   2815128  16619316         0
01:18:53 PM 235725968 235039604  28034136     10.63        24   9507284  73326560     26.94   2815152  16657208         0
01:18:55 PM 235716288 235029916  28043816     10.63        24   9506960  73319132     26.94   2815184  16667052         0
01:18:57 PM 235718160 235031828  28041944     10.63        24   9496376  73266540     26.92   2815188  16664956         0
01:18:59 PM 235699568 235013156  28060536     10.64        24   9507452  73288028     26.93   2815152  16684724         0
01:19:01 PM 235689836 235003504  28070268     10.64        24   9506964  73334344     26.95   2815188  16693632         0
01:19:03 PM 235681276 234994880  28078828     10.65        24   9507120  73324472     26.94   2815180  16702612         0
01:19:05 PM 235709420 235023008  28050684     10.63        24   9470344  73291592     26.93   2815192  16674808         0
01:19:07 PM 235663268 234976840  28096836     10.65        24   9507992  73274628     26.92   2815212  16721088         0
01:19:09 PM 235653744 234967316  28106360     10.66        24   9507108  73302896     26.93   2815124  16729276         0
01:19:11 PM 235654084 234967672  28106020     10.66        24   9496244  73302316     26.93   2815256  16728424         0
01:19:13 PM 235636256 234949860  28123848     10.66        24   9507128  73255132     26.92   2815164  16746932         0
01:19:15 PM 235627084 234940672  28133020     10.67        24   9507120  73281404     26.93   2815136  16756056         0
01:19:17 PM 235618940 234932544  28141164     10.67        24   9506784  73325324     26.94   2815164  16763752         0
01:19:19 PM 235646464 234960084  28113640     10.66        24   9469836  73237516     26.91   2815172  16736548         0
01:19:21 PM 235596608 234910228  28163496     10.68        24   9507632  73272656     26.92   2815164  16785636         0
01:19:23 PM 235589800 234903468  28170304     10.68        24   9507288  73337828     26.95   2815140  16793784         0
01:19:25 PM 235596492 234910144  28163612     10.68        24   9489668  73310300     26.94   2815188  16785684         0
01:19:27 PM 235569796 234883424  28190308     10.69        24   9507824  73322772     26.94   2815220  16812752         0
01:19:29 PM 235560448 234874144  28199656     10.69        24   9507792  73381040     26.96   2815148  16821788         0
01:19:31 PM 235565444 234879100  28194660     10.69        24   9494188  73272872     26.92   2815164  16817580         0
01:19:33 PM 235544764 234858404  28215340     10.70        24   9507476  73285228     26.93   2815188  16838148         0
01:19:35 PM 235533668 234847308  28226436     10.70        24   9507636  73307816     26.94   2815176  16847996         0
01:19:37 PM 235525468 234839128  28234636     10.70        24   9507124  73301516     26.93   2815160  16856348         0
01:19:39 PM 235535332 234849000  28224772     10.70        24   9490000  73300556     26.93   2835340  16827608         0
01:19:41 PM 235509336 234823020  28250768     10.71        24   9506992  73317172     26.94   2815244  16873368         0
01:19:43 PM 235500032 234813748  28260072     10.71        24   9508152  73328524     26.94   2815208  16882860         0
01:19:45 PM 235508192 234821956  28251912     10.71        24   9491340  73304752     26.94   2815180  16874528         0
01:19:47 PM 235484032 234797780  28276072     10.72        24   9507468  73253704     26.92   2815164  16898640         0
01:19:49 PM 235474612 234788344  28285492     10.72        24   9506792  73286220     26.93   2815156  16908292         0
01:19:51 PM 235466052 234779800  28294052     10.73        24   9507804  73278972     26.93   2815180  16916980         0
01:19:53 PM 235457752 234771516  28302352     10.73        24   9507456  73316040     26.94   2820164  16920212         0
01:19:55 PM 235449168 234762948  28310936     10.73        24   9507492  73264596     26.92   2815212  16933716         0
01:19:57 PM 235440736 234754484  28319368     10.74        24   9507660  73302592     26.93   2815228  16943116         0
01:19:59 PM 235468512 234782268  28291592     10.73        24   9470368  73285112     26.93   2815228  16914384         0
01:20:01 PM 235423016 234736764  28337088     10.74        24   9507292  73298452     26.93   2815160  16959804         0
01:20:03 PM 235414724 234728480  28345380     10.75        24   9507640  73284712     26.93   2815172  16968156         0
01:20:05 PM 235419396 234733128  28340708     10.74        24   9493368  73299404     26.93   2815200  16962752         0
01:20:07 PM 235397884 234711640  28362220     10.75        24   9507640  73335556     26.95   2815180  16985128         0
01:20:09 PM 235390284 234704016  28369820     10.76        24   9507644  73320320     26.94   2815180  16993044         0
01:20:11 PM 235381116 234694848  28378988     10.76        24   9507828  73310816     26.94   2815212  17002076         0
01:20:13 PM 235372376 234686076  28387728     10.76        24   9507644  73330232     26.95   2847940  16976544         0
01:20:15 PM 235362724 234676424  28397380     10.77        24   9507304  73331044     26.95   2815168  17018788         0
01:20:17 PM 235355060 234668768  28405044     10.77        24   9506972  73344284     26.95   2815208  17026756         0
01:20:19 PM 235364496 234678196  28395608     10.77        24   9489152  73329692     26.94   2815156  17017136         0
01:20:21 PM 235337104 234650804  28423000     10.78        24   9507152  73296960     26.93   2815184  17044232         0
01:20:23 PM 235329424 234643116  28430680     10.78        24   9507136  73321184     26.94   2815168  17052608         0
01:20:25 PM 235322516 234636200  28437588     10.78        24   9506472  73276320     26.93   2815176  17059544         0
01:20:27 PM 235314024 234627708  28446080     10.78        24   9508016  73285900     26.93   2815248  17069152         0
01:20:29 PM 235304412 234618136  28455692     10.79        24   9507316  73341940     26.95   2815188  17077116         0
01:20:31 PM 235297616 234611324  28462488     10.79        24   9507296  73278048     26.93   2815156  17085312         0
01:20:33 PM 235319036 234632712  28441068     10.78        24   9475876  73266440     26.92   2815152  17062756         0
01:20:35 PM 235280188 234593900  28479916     10.80        24   9506976  73335592     26.95   2815200  17102112         0
